CUSTOMER_NO,NAME,SALES_PRICE_GROUP_ID,PRICE_LIST_NO,PRICE_LIST_GROUP_NAME,CATALOG_NO,Catalog Description,MIN_QUANTITY,VALID_FROM_DATE,BASE_PRICE,SALES_PRICE,DESCRIPTION_DOC_TEXT,SHIPPING_DIMENSIONS,PRODUCT_COLOR,PACKAGING,SHIP_WEIGHT,U_P_C_CODE,UPCM,MPQTY,PROD_DIM_I,PROD_DIM_M,PRICE_SHEET_DATE,SALES_UNIT_MEAS,CATALOG_DESC,MODEL_NAME,ITEM_DESCRIPTION_OTHER,SERIALIZED,NOT_FOR_SALE,ITEM_STATUS,MANUFACTURER_CATEGORY_CODE,ITEM_PART_NUMBER_REPLACEMENT,ITEM_MODEL_NUMBER_REPLACEMENT,REQUIRED_ACCESSORIES,OPTIONAL_ACCESSORIES,MAP_PRICE,G_S_A_ITEM_COST,G_S_A_ITEM_SELL_PRICE,DISCOUNT_OFF_LIST,FREIGHT_POLICY,FREIGHT_CODE,FREIGHT_CLASS,DROP_SHIP,CERTIFICATE_FOR_ORIGIN,MANUFACTURER_WEBSITE_LINK,MANUFACTURER_DIVISION_NAME,ITEM_INFOCOMM_I_Q_CATEGORY,INFOCOMM_MEMBER_NUMBER,NOTES
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,EPA762PU,"Outdoor Wall Mount for 42-75"" TV's",1,17-Jul-19,419.99,250,"Outdoor Wall Mount for 42-75"" TV's","12.00 x 4.25 x 33.00"" (305 x 108 x 838mm)",BLACK,Retail,29.3,7.35029E+11,1.0735E+13,1,30.75 x 16.89 x 4.50-22.72,781 x 429 x 114-577,   ,EA,"Outdoor Wall Mount for 42-75"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,EPT650,"Outdoor Universal Tilt Wall Mount For 32"" to 75"" TV's ",1,17-Jul-19,283,130.21,"Outdoor Universal Tilt Wall Mount For 32"" to 75"" TV's ","10.12 x 3.50 x 32.00"" (257 x 89 x 813mm)",BLACK,Retail,10.5,7.35029E+11,1.0735E+13,3,30.75 X 16.89 X 2.58,781 X 429 X 66,   ,EA,"Outdoor Universal Tilt Wall Mount For 32"" to 75"" TV's ",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,ESA763PU,"Outdoor Universal Articulating Wall Mount For 42"" to 80"" TV's",1,17-Jul-19,579,343.75,"Outdoor Universal Articulating Wall Mount For 37"" to 63"" TV's","21.25 x 5.63 x 35.75"" (540 x 143 x 908mm)",BLACK,Retail,42.65,7.35029E+11,1.0735E+13,1,28.68 X 20.23 X 4.43 - 27.55,728 X 514 X 113 - 700,   ,EA,"Outdoor Universal Articulating Wall Mount For 42"" to 80"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,PLCM-UNL-CP,"SmartMount? Ceiling Mount For 32"" to 90"" TV's",1,17-Jul-19,379,189.71,"SmartMount? Ceiling Mount For 32"" to 90"" TV's","8.75 x 4.00 x 47.00"" (222 x 102 x 1,194mm)",BLACK,Plain,31.7,7.35029E+11,1.0735E+13,0,24.38 x 44.23 x 4.03,619 x 1123 x 103,   ,EA,"SmartMount? Ceiling Mount For 32"" to 90"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,PRG-UNV,Precision Gear Projector Mount with Spider? Universal Adapter Plate,1,17-Jul-19,199,101,Precision Gear Projector Mount with Spider? Universal Adapter Plate,"6.63 x 3.00 x 14.25"" (168 x 76 x 362mm)",BLACK,Retail,3.78,7.35029E+11,1.0735E+13,8,8.5 - 17.63 X 3.81 - 4.81 X 8.5 - 17.63,216 - 448 X 97 - 122 X 216 - 448,   ,EA,Precision Gear Projector Mount with Spider? Universal Adapter Plate,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,PRG-UNV-W,Precision Gear Projector Mount with Spider? Universal Adapter Plate ,1,17-Jul-19,199,101,Precision Gear Projector Mount with Spider? Universal Adapter Plate ,"6.63 x 3.00 x 14.25"" (168 x 76 x 362mm)",WHITE,Retail,3.78,7.35029E+11,1.0735E+13,8,8.5 - 17.63 X 3.81 - 4.81 X 8.5 - 17.63,216 - 448 X 97 - 122 X 216 - 448,   ,EA,Precision Gear Projector Mount with Spider? Universal Adapter Plate ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,PRGS-UNV,Precision Gear Projector Mount For projectors up to 50lb (22kg),1,17-Jul-19,179,76,Precision Gear Projector Mount For projectors up to 50lb (22kg),"7.50 x 3.00 x 14.25"" (191 x 76 x 362mm)",BLACK,Plain,4.95,7.35029E+11,1.0735E+13,8,4.79-17.63 X 3.63 - 4.63 X 4.79-17.63,122 - 448 X 92 - 118 X 122 - 448,   ,EA,Precision Gear Projector Mount For projectors up to 50lb (22kg),   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,PRGS-UNV-S,Precision Gear Projector Mount For projectors up to 50lb (22kg)  ,1,17-Jul-19,179,76,Precision Gear Projector Mount For projectors up to 50lb (22kg)  ,"7.50 x 3.00 x 14.25"" (191 x 76 x 362mm)",SILVER,Plain,4.95,7.35029E+11,1.0735E+13,0,4.79-17.63 X 3.63 - 4.63 X 4.79-17.63,122 - 448 X 92 - 118 X 122 - 448,   ,EA,Precision Gear Projector Mount For projectors up to 50lb (22kg)  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,PRGS-UNV-W,Precision Gear Projector Mount For projectors up to 50lb (22kg)  ,1,17-Jul-19,179,76,Precision Gear Projector Mount For projectors up to 50lb (22kg)  ,"7.50 x 3.00 x 14.25"" (191 x 76 x 362mm)",WHITE,Plain,4.95,7.35029E+11,1.0735E+13,0,4.79-17.63 X 3.63 - 4.63 X 4.79-17.63,122 - 448 X 92 - 118 X 122 - 448,   ,EA,Precision Gear Projector Mount For projectors up to 50lb (22kg)  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SA730P,"SmartMount? Articulating Wall Mount For 10"" to 29"" TV's",1,17-Jul-19,129,56.25,"SmartMount? Articulating Wall Mount For 10"" to 29"" TV's","10.38 x 3.75 x 14.13"" (264 x 95 x 359mm)",BLACK,Retail,4.75,7.35029E+11,1.0735E+13,5,9.60 x 8.06 x 2.19 - 16.06,244 x 205 x 56 - 408,   ,EA,"SmartMount? Articulating Wall Mount For 10"" to 29"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SA740P,"SmartMount? Articulating Wall Mount  For 22"" to 40"" TV's",1,17-Jul-19,229,91.67,"SmartMount? Articulating Wall Mount  For 22"" to 40"" TV's","11.38 x 4.13 x 15.25"" (289 x 105 x 387mm)",BLACK,Retail,9.3,7.35029E+11,1.0735E+13,5,14.32 x 10.15 x 3.03 - 21.80,364 x 258 x 77 - 554,   ,EA,"SmartMount? Articulating Wall Mount  For 22"" to 40"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SA746PU,"SmartMount? Universal Articulating Mount For 32"" to 50"" TV's",1,17-Jul-19,269,113.54,"SmartMount? Universal Articulating Mount For 32"" to 50"" TV's","12.50 x 5.13 x 20.50"" (318 x 130 x 521mm)",BLACK,Retail,13.3,7.35029E+11,1.0735E+13,3,18.75 x 17.00 x 4.34 - 20.92,476 x 432 x 110 - 531,   ,EA,"SmartMount? Universal Articulating Mount For 32"" to 50"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SA752PU,"SmartMount? Universal Articulating Arm Wall Mount For 37"" to 55"" TV's",1,17-Jul-19,399,182.29,"SmartMount? Universal Articulating Arm Wall Mount For 37"" to 55"" TV's","19.00 x 4.25 x 29.25"" (483 x 108 x 743mm)",BLACK,Retail,22.6,7.35029E+11,1.0735E+13,1,24.48 x 17.46 x 2.97-26.47,622 x 444 x 75 - 672,   ,EA,"SmartMount? Universal Articulating Arm Wall Mount For 37"" to 55"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SA761PU,"SmartMount? Universal Articulating Arm Wall Mount For 39"" to 75"" TV's",1,17-Jul-19,499,229.17,"SmartMount? Universal Articulating Arm Wall Mount For 40"" to 75"" TV's","23.75 x 4.75 x 40.75"" (603 x 121 x 1,035mm)",BLACK,Retail,33.61,7.35029E+11,1.0735E+13,1,24.50 x 19.87 x 3.10-26.60,622 x 505 x 79-676,   ,EA,"SmartMount? Universal Articulating Arm Wall Mount For 39"" to 75"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SA771PU,"SmartMount? Universal Articulating Dual-Arm Wall Mount For 50"" to 80"" TV's",1,17-Jul-19,649,296.88,"SmartMount? Universal Articulating Dual-Arm Wall Mount For 50"" to 80"" TV's","23.75 x 4.75 x 40.75"" (603 x 121 x 1,035mm)",BLACK,Retail,42,7.35029E+11,1.0735E+13,1,"32.25 x 19.73 x 3.10-26.60""",819 x 501 x 79-676,   ,EA,"SmartMount? Universal Articulating Dual-Arm Wall Mount For 50"" to 80"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF630,"Security SmartMount?  Universal Flat Wall Mount For 10"" to 29"" TV's",1,17-Jul-19,35,13.55,"Security SmartMount?  Universal Flat Wall Mount For 10"" to 29"" TV's","8.86 x 3.00 x 9.38"" (225 x 76 x 238mm)",BLACK,Retail,2.3,7.35029E+11,1.0735E+13,10,6.02 x 5.75 x 0.96,153 x 146 x 24,   ,EA,"Security SmartMount?  Universal Flat Wall Mount For 10"" to 29"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF630P,"SmartMount? Universal Flat Wall Mount For 10"" to 29"" TV's",1,17-Jul-19,35,13.55,"SmartMount? Universal Flat Wall Mount For 10"" to 29"" TV's","8.86 x 3.00 x 9.38"" (225 x 76 x 238mm)",BLACK,Retail,2.3,7.35029E+11,1.0735E+13,10,6.02 x 5.75 x 0.96,153 x 146 x 24,   ,EA,"SmartMount? Universal Flat Wall Mount For 10"" to 29"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF632,"Security SmartMount? Universal Flat Wall Mount For 22"" to 40"" TV's",1,17-Jul-19,75,23.96,"Security SmartMount? Universal Flat Wall Mount For 22"" to 40"" TV's","10.63 x 4.00 x 11.50"" (270 x 102 x 292mm)",BLACK,Retail,4.45,7.35029E+11,1.0735E+13,10,8.75 x 9.35 x 1.02,222 x 237 x 26,   ,EA,"Security SmartMount? Universal Flat Wall Mount For 22"" to 40"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF632P,"SmartMount? Universal Flat Wall Mount For 22"" to 40"" TV's  ",1,17-Jul-19,75,23.96,"SmartMount? Universal Flat Wall Mount For 22"" to 40"" TV's  ","10.63 x 4.00 x 11.50"" (270 x 102 x 292mm)",BLACK,Retail,4.45,7.35029E+11,1.0735E+13,10,8.75 x 9.35 x 1.02,222 x 237 x 26,   ,EA,"SmartMount? Universal Flat Wall Mount For 22"" to 40"" TV's  ",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF640,"Security SmartMount? Universal Flat Wall Mount For 32"" to 50"" TV's  ",1,17-Jul-19,80,29.17,"Security SmartMount? Universal Flat Wall Mount For 32"" to 50"" TV's  ","10.71 x 1.57 x 21.69"" (272 x 40 x 551mm)",BLACK,Retail,5.4,7.35029E+11,1.0735E+13,5,19.37 x 16.89 x 1.20,492 x 429 x 30,   ,EA,"Security SmartMount? Universal Flat Wall Mount For 32"" to 50"" TV's  ",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF640P,"SmartMount? Universal Flat Wall Mount For 32"" to 50"" TV's",1,17-Jul-19,80,29.17,"SmartMount? Universal Flat Wall Mount For 32"" to 50"" TV's","10.71 x 1.57 x 21.69"" (272 x 40 x 551mm)",BLACK,Retail,5.4,7.35029E+11,1.0735E+13,5,19.37 X 16.89 X 1.20,492 x 429 x 30,   ,EA,"SmartMount? Universal Flat Wall Mount For 32"" to 50"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF650,"Security SmartMount? Universal Flat Mount For 39"" to 75"" TV's",1,17-Jul-19,129,42.71,"Security SmartMount? Universal Flat Mount For 39"" to 75"" TV's","10.71 x 1.57 x 33.19"" (272 x 40 x 843mm)",BLACK,Retail,7.15,7.35029E+11,1.0735E+13,5,30.87 x 16.89 x 1.20,784 x 429 x 30,   ,EA,"Security SmartMount? Universal Flat Mount For 39"" to 75"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF650P,"SmartMount? Universal Flat Wall Mount For 39"" to 75"" TV's",1,17-Jul-19,129,42.71,"SmartMount? Universal Flat Wall Mount For 39"" to 75"" TV's","10.71 x 1.57 x 33.19"" (272 x 40 x 843mm)",BLACK,Retail,7.15,7.35029E+11,1.0735E+13,5,30.87 X 16.89 X 1.20,784 X 429 X 30,   ,EA,"SmartMount? Universal Flat Wall Mount For 39"" to 75"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF660,"Security SmartMount? Universal Flat Mount For 39"" to 80"" TV's",1,17-Jul-19,199,52.08,"Security SmartMount? Universal Flat Mount For 39"" to 80"" TV's","10.71 x 1.57 x 36.41"" (272 x 40 x 925mm)",BLACK,Retail,7.6,7.35029E+11,1.0735E+13,5,36.41 X 10.71 X 1.57,924 X 272 X 40,   ,EA,"Security SmartMount? Universal Flat Mount For 39"" to 80"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF660P,"SmartMount? Universal Flat Mount For 39"" to 80"" TV's",1,17-Jul-19,199,52.08,"SmartMount? Universal Flat Mount For 39"" to 80"" TV's","10.71 x 1.57 x 36.41"" (272 x 40 x 925mm)",BLACK,Retail,7.6,7.35029E+11,1.0735E+13,5,34.1 x 16.8 x 1.1,867 x 429 x 30,   ,EA,"SmartMount? Universal Flat Mount For 39"" to 80"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF670,"Security SmartMount? Universal Flat Mount For 46"" to 90"" TV's",1,17-Jul-19,225,72.92,"Security SmartMount? Universal Flat Mount For 46"" to 90"" TV's","16.00 x 2.50 x 40.00"" (406 x 64 x 1,016mm)",BLACK,Plain,17.35,7.35029E+11,1.0735E+13,3,37.75 x 19.48 x 1.73,959 x 495 x 44,   ,EA,"Security SmartMount? Universal Flat Mount For 46"" to 90"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF670P,"SmartMount? Universal Flat Mount For 46"" to 90"" TV's",1,17-Jul-19,225,72.92,"SmartMount? Universal Flat Mount For 46"" to 90"" TV's","16.00 x 2.50 x 40.00"" (406 x 64 x 1,016mm)",BLACK,Plain,17.35,7.35029E+11,1.0735E+13,3,37.75 x 19.48 x 1.73,959 x 495 x 44,   ,EA,"SmartMount? Universal Flat Mount For 46"" to 90"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF680,"Security SmartMount? Universal Flat Mount For 60"" to 98"" TV's",1,17-Jul-19,250,103.13,"Security SmartMount? Universal Flat Mount For 60"" to 95"" TV's","16.00 x 2.50 x 40.00"" (406 x 64 x 1,016mm)",BLACK,Plain,22.05,7.35029E+11,1.0735E+13,2,45.75 x 30.25 x 1.83,1162 x 768 x 46,   ,EA,"Security SmartMount? Universal Flat Mount For 60"" to 98"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF680-HUB,"Universal Flat Wall Mount for 84"" Microsoft Surface Hub",1,17-Jul-19,349.99,175,"Universal Flat Wall Mount for 84"" Microsoft Surface Hub","18.00 x 4.38 x 26.88"" (457 x 111 x 683mm)",BLACK,Plain,22,7.35029E+11,1.0735E+13,0,51.15 x 24.87 x 2.13,1299 x 632 x 54,   ,EA,"Universal Flat Wall Mount for 84"" Microsoft Surface Hub",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SF680P,"SmartMount? Universal Flat Mount For 60"" to 98"" TV's",1,17-Jul-19,250,103.13,"SmartMount? Universal Flat Mount For 60"" to 95"" TV's","16.00 x 2.50 x 40.00"" (406 x 64 x 1,016mm)",BLACK,Plain,22.05,7.35029E+11,1.0735E+13,2,45.75 x 27.48 x 1.73,1162 x 698 x 44,   ,EA,"SmartMount? Universal Flat Mount For 60"" to 98"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SP730P,"SmartMount? Pivot Wall Mount For 10"" to 29"" TV's",1,17-Jul-19,109,39.58,"SmartMount? Pivot Wall Mount For 10"" to 29"" TV's","10.38 x 3.75 x 14.13"" (264 x 95 x 359mm)",BLACK,Retail,3.75,7.35029E+11,1.0735E+13,5,11.14 x 8.06 x 2.77 - 9.88,283 x 205 x 70 - 251,   ,EA,"SmartMount? Pivot Wall Mount For 10"" to 29"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SP740P,"SmartMount? Pivot Wall Mount For 22"" to 40"" TV's",1,17-Jul-19,199,82.29,"SmartMount? Pivot Wall Mount For 22"" to 40"" TV's","12.00 x 4.19 x 20.50"" (305 x 106 x 521mm)",BLACK,Retail,7.87,7.35029E+11,1.0735E+13,5,15.35 x 10.15 x 3.03 - 12.41,390 x 258 x  77 - 315,   ,EA,"SmartMount? Pivot Wall Mount For 22"" to 40"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SP746PU,"SP746PU SmartMount? Pivot Wall Mount For 32"" to 50"" TV's",1,17-Jul-19,239,103.13,"SP746PU SmartMount? Pivot Wall Mount For 32"" to 50"" TV's","12.00 x 4.19 x 20.68"" (305 x 106 x 525mm)",BLACK,Retail,11.15,7.35029E+11,1.0735E+13,3,18.82 x 17.00 x 3.74 - 12.55,478 x 432 x 95 - 319,   ,EA,"SP746PU SmartMount? Pivot Wall Mount For 32"" to 50"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SP840,"32""-55"" SmartMount Pull-Out Pivot Wall Mount with Tilt",1,17-Jul-19,279.99,145.83,"32""-55"" SmartMount Pull-Out Pivot Wall Mount with Tilt","12.50 x 4.00 x 21.25"" (318 x 102 x 540mm)",BLACK,Retail,15.65,7.35029E+11,1.0735E+13,3,20.65 x 16.74 x 2.32-11.29,525 x 425 x 59-287,   ,EA,"32""-55"" SmartMount Pull-Out Pivot Wall Mount with Tilt",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SP850-UNL,"Security SmartMount? Universal Pull-Out Swivel Mount For 32"" to 80""TV's",1,17-Jul-19,449,224.5,"Security SmartMount? Universal Pull-Out Swivel Mount For 32"" to 80""TV's","12.00 x 4.25 x 33.00"" (305 x 108 x 838mm)",BLACK,Plain,39,7.35029E+11,1.0735E+13,0,24.38 x 16.78 x 2.73-11.18,619 x 428 x 69 - 284,   ,EA,"Security SmartMount? Universal Pull-Out Swivel Mount For 32"" to 80""TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SP850-UNLP,"SmartMount? Universal Pull-Out Swivel Mount For 32"" to 80"" TV's",1,17-Jul-19,449,224.5,"SmartMount? Universal Pull-Out Swivel Mount For 32"" to 80"" TV's","12.00 x 4.25 x 33.00"" (305 x 108 x 838mm)",BLACK,Plain,39,7.35029E+11,1.0735E+13,0,30.75 x 16.89 x 3.52 - 11.86,781 x 429 x 89 - 301,   ,EA,"SmartMount? Universal Pull-Out Swivel Mount For 32"" to 80"" TV's",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SR555E,"VIDEO CONF CART FOR TWO 40-55"" DISPLAYS",1,17-Jul-19,2100,1092.71,"Video Conference Cart w/Enclosure for Two 40"" to 55"" Displays","37.00 x 23.00 x 45.00"" (940 x 584 x 1,143mm)",BLACK,Plain,170,7.35029E+11,1.0735E+13,0,70.25 X 78.10 X 29.00,1784 X 1983 X 737,   ,EA,"VIDEO CONF CART FOR TWO 40-55"" DISPLAYS",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SR555M,VIDEO CONF CART FOR TWO 40-55' DIPLAYS - VERSION B,1,17-Jul-19,1500,791.67,"Video Conference Cart w/Metal Shelf for Two 40"" to 55"" Displays","38.25 x 7.00 x 47.75"" (972 x 178 x 1,213mm)",BLACK,Plain,112.1,7.35029E+11,1.0735E+13,0,70.25 X 78.10 X 29.00,1784 X 1983 X 737,   ,EA,VIDEO CONF CART FOR TWO 40-55' DIPLAYS - VERSION B,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
100149,BLUE STAR DISTRIBUTORS CORP,ACORE,ACOREDIST,Mounts,SR560G,"FLAT PANEL FLOOR CART FOR UP TO 75"" DISPLAY W/GLASS SHELF",1,17-Jul-19,729,389.5,"SmartMount? Universal Cart for 32"" - 65"" Flat Panel Screens, with tinted glass shelf","38.25 x 7.00 x 47.75"" (972 x 178 x 1,213mm)",BLACK,Plain,74.7,7.35029E+11,1.0735E+13,0,34.95 X 68.38 X 29.00,888 X 1736 X 737,   ,EA,"FLAT PANEL FLOOR CART FOR UP TO 75"" DISPLAY W/GLASS SHELF",   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
